,City,Date,Time,Wind,Humidity,Weather,PM2.5,PM10,O₃,NO₂,SO₂,CO,AQI
51,Istanbul,08 December 2024,17:00,9.3 km/h,73%,13°,16.7,21.7,17.6,48.7,5.8,651.5, 65 
52,Lima,08 December 2024,10:00,13 km/h,74%,23°,17.9,21.1,4.8,10.1,30.9,2.0, 67 
53,Ljubljana,08 December 2024,16:00,7.4 km/h,82%,4°,16.0,17.5,3.0,15.0,,300.0, 64 
54,Zagreb,08 December 2024,16:00,20.4 km/h,75%,4°,11.1,22.2,52.5,10.1,16.7,322.0, 55 
55,Budapest,08 December 2024,16:00,9.3 km/h,86%,4°,13.3,18.0,35.7,10.5,8.1,575.5, 59 
56,Bogota,08 December 2024,10:00,5.5 km/h,61%,17°,21.9,44.0,19.9,,,, 75 
57,Krasnoyarsk,08 December 2024,22:00,9.5 km/h,90%,-8°,12.3,,,36.0,12.0,100.0, 57 
58,Vienna,08 December 2024,15:00,11.1 km/h,87%,4°,15.0,16.0,36.0,15.0,2.0,250.0, 62 
59,Bangkok,08 December 2024,22:00,7.6 km/h,55%,28°,12.0,20.9,32.0,41.4,,320.6, 56 
60,Bratislava,08 December 2024,16:00,7.4 km/h,91%,3°,16.0,22.0,27.0,21.0,5.0,341.8, 64 
61,Belgrade,08 December 2024,16:00,16.7 km/h,73%,5°,13.5,19.2,48.8,17.1,9.5,465.0, 59 
62,Almaty,08 December 2024,20:00,3.6 km/h,86%,-6°,17.6,11.0,,5.7,5.9,541.9, 67 
63,Dubai,08 December 2024,19:00,14.8 km/h,32%,26°,14.0,18.4,118.0,,,, 60 
64,Chengdu,08 December 2024,22:00,10.8 km/h,93%,6°,12.0,15.0,22.0,25.0,3.0,500.0, 56 
65,Moscow,08 December 2024,18:00,11 km/h,57%,-2°,12.8,,,,,, 58 
66,Incheon,08 December 2024,23:00,11.1 km/h,40%,0°,12.0,26.0,49.4,26.9,8.9,492.4, 56 
67,Baku,08 December 2024,19:00,33.3 km/h,76%,11°,16.0,,,,,, 64 
68,Bucharest,08 December 2024,16:00,8.1 km/h,92%,6°,11.0,13.7,5.5,35.1,6.0,, 55 
69,Sao Paulo,08 December 2024,11:00,9.3 km/h,81%,24°,11.0,22.0,42.0,35.0,1.0,687.0, 55 
70,Kyiv,08 December 2024,17:00,1.6 km/h,98%,0°,12.8,13.4,,,,, 58 
71,Oslo,08 December 2024,16:00,7.2 km/h,78%,0°,15.7,15.5,33.0,17.5,0.4,275.5, 63 
72,Busan,09 December 2024,00:00,13 km/h,34%,0°,9.0,14.0,62.0,15.0,6.6,343.5, 50 
73,Minneapolis,08 December 2024,09:00,9.3 km/h,88%,0°,9.0,9.0,,,,, 50 
74,Brussels,08 December 2024,16:00,18.5 km/h,89%,7°,8.2,12.0,35.0,16.3,,, 45 
75,Nairobi,08 December 2024,18:00,21.7 km/h,49%,21°,8.0,6.7,,,,48.6, 44 
76,Kuala Lumpur,08 December 2024,23:00,1.8 km/h,88%,26°,7.0,,,,,, 38 
77,Toronto,08 December 2024,10:00,22.5 km/h,78%,4°,8.9,18.3,,,,, 49 
78,Seoul,09 December 2024,00:00,9.3 km/h,59%,-2°,8.0,21.0,46.3,35.3,7.3,458.0, 44 
79,Los Angeles,08 December 2024,07:00,5.5 km/h,44%,12°,7.2,,,52.5,,, 40 
80,Athens,08 December 2024,17:00,16.7 km/h,80%,17°,6.2,13.0,3.0,93.0,4.0,, 46 
81,Kuching,08 December 2024,22:00,0 km/h,96%,26°,8.0,,,,,, 44 
82,Montreal,08 December 2024,10:00,18.5 km/h,95%,0°,8.9,,10.0,3.0,1.0,, 49 
83,Detroit,08 December 2024,10:00,11.1 km/h,73%,6°,8.5,,,33.8,2.6,458.0, 47 
84,Houston,08 December 2024,09:00,5.5 km/h,95%,12°,7.4,11.4,6.0,12.1,,286.3, 41 
85,Johannesburg,08 December 2024,17:00,3.7 km/h,49%,30°,8.0,45.4,,,,, 44 
86,Washington D.C.,08 December 2024,10:00,13 km/h,48%,9°,7.2,12.0,48.0,15.4,,286.3, 39 
87,Rotterdam,08 December 2024,15:00,22.2 km/h,87%,7°,7.4,12.9,25.8,11.9,,, 41 
88,Singapore,08 December 2024,23:00,9.3 km/h,81%,27°,8.0,15.0,18.0,19.0,4.0,450.0, 44 
89,Ho Chi Minh City,08 December 2024,22:00,20.4 km/h,66%,27°,7.0,,,,,, 39 
90,Copenhagen,08 December 2024,16:00,27.8 km/h,85%,5°,4.7,25.9,38.7,8.3,0.8,0.2, 26 
91,Amsterdam,08 December 2024,16:00,24.1 km/h,85%,6°,8.6,9.9,34.6,11.7,,386.8, 48 
92,Stockholm,08 December 2024,16:00,11.1 km/h,98%,1°,7.0,9.6,26.2,13.2,,, 39 
93,Addis Ababa,08 December 2024,18:00,24.1 km/h,25%,18°,7.2,,,,,, 39 
94,Barcelona,08 December 2024,16:00,29.6 km/h,42%,12°,6.0,13.0,69.0,8.5,1.0,200.0, 33 
95,Munich,08 December 2024,16:00,1.6 km/h,85%,4°,5.7,9.5,52.5,13.0,,, 32 
96,Taipei,08 December 2024,23:00,20.4 km/h,80%,14°,6.0,17.5,63.0,14.1,3.1,240.5, 33 
97,New York City,08 December 2024,10:00,27.8 km/h,47%,6°,7.1,,38.0,35.0,1.6,274.0, 39 
98,Prague,08 December 2024,16:00,13 km/h,91%,3°,6.2,9.8,17.0,17.6,6.0,407.6, 34 
99,Algiers,08 December 2024,16:00,33.3 km/h,41%,15°,5.0,,,,,, 28 
100,Helsinki,08 December 2024,17:00,16.1 km/h,86%,0°,6.1,7.3,35.1,18.5,0.6,, 33 
101,Lisbon,08 December 2024,15:00,42.6 km/h,56%,14°,3.3,2.4,81.5,7.0,4.0,94.0, 33 
102,Chicago,08 December 2024,09:00,25.7 km/h,69%,6°,6.9,,,,,, 38 
103,Seattle,08 December 2024,07:00,16.7 km/h,89%,6°,1.1,5.1,76.0,13.3,,130.8, 31 
104,Madrid,08 December 2024,16:00,24.1 km/h,42%,10°,2.4,8.0,74.0,9.0,2.0,, 30 
105,Vancouver,08 December 2024,07:00,11.1 km/h,95%,6°,0.8,,74.6,4.4,0.5,, 30 
106,Osaka,08 December 2024,23:00,1.8 km/h,70%,4°,5.0,7.0,,16.9,9.2,286.3, 28 
107,Kabul,08 December 2024,19:30,3.6 km/h,32%,0°,4.0,,,,,, 22 
108,Santiago,08 December 2024,12:00,13 km/h,29%,20°,4.0,24.5,54.0,9.3,6.8,303.4, 22 
109,Birmingham,08 December 2024,14:00,33.3 km/h,93%,5°,1.8,3.9,52.3,14.7,0.1,, 21 
110,Bern,08 December 2024,16:00,4.8 km/h,79%,4°,2.2,2.3,48.0,15.5,,, 20 
111,Rome,08 December 2024,16:00,14.8 km/h,77%,10°,2.9,,50.0,22.0,0.8,0.7, 20 
112,Denver,08 December 2024,08:00,6.4 km/h,44%,5°,3.3,15.0,41.0,39.5,3.9,343.5, 20 
113,Portland,08 December 2024,07:00,11.3 km/h,95%,6°,1.2,2.3,50.0,4.0,1.8,114.5, 20 
114,Paris,08 December 2024,16:00,31.5 km/h,90%,7°,4.0,3.6,47.6,16.3,,151.0, 22 
115,Canberra,09 December 2024,02:00,9.3 km/h,89%,13°,2.8,6.6,38.0,,,, 16 
116,London,08 December 2024,15:00,35.2 km/h,86%,7°,5.0,3.6,35.0,9.3,,100.0, 28 
117,Dublin,08 December 2024,15:00,29.6 km/h,74%,7°,2.4,9.2,40.4,11.6,2.0,, 17 
118,Kyoto,08 December 2024,23:00,14.1 km/h,91%,5°,3.0,7.0,,15.0,0.0,343.5, 17 
119,Kobe,08 December 2024,23:00,14.3 km/h,75%,4°,3.0,4.5,,9.4,0.0,343.5, 17 
120,Sydney,09 December 2024,02:00,13 km/h,85%,18°,2.6,14.7,0.0,0.0,0.0,110.8, 14 
121,Auckland,09 December 2024,04:00,22.2 km/h,85%,18°,2.5,14.9,,1.5,,, 14 
122,Melbourne,09 December 2024,02:00,1.6 km/h,62%,14°,2.8,,,,,, 15 
123,Lyon,08 December 2024,15:00,3.7 km/h,92%,6°,1.8,2.9,24.7,27.9,2.7,0.4, 13 
124,Tokyo,09 December 2024,00:00,18.5 km/h,52%,5°,2.8,3.0,,13.2,0.0,229.0, 16 
0,Dhaka,08 December 2024,22:00,3.7 km/h,82%,19°,200.9,,8.0,,,, 276 
1,Delhi,08 December 2024,21:30,3.7 km/h,63%,16°,161.0,300.0,26.3,51.0,8.9,"1,600.0", 236 
2,Lahore,08 December 2024,21:00,22.2 km/h,67%,13°,159.9,,,,,, 235 
3,Ulaanbaatar,09 December 2024,00:00,7.2 km/h,77%,-22°,158.0,279.2,0.1,91.9,120.5,"1,600.0", 233 
4,Baghdad,08 December 2024,19:00,3.7 km/h,44%,15°,118.0,,,,,, 195 
5,Kathmandu,08 December 2024,22:45,0 km/h,82%,11°,96.4,134.5,82.0,,,, 180 
6,Kolkata,08 December 2024,22:30,0 km/h,64%,19°,91.4,216.5,6.3,40.6,7.6,"1,480.0", 176 
7,Karachi,08 December 2024,22:00,13 km/h,39%,16°,74.5,,,,,, 164 
8,Skopje,08 December 2024,18:00,5.5 km/h,93%,4°,49.3,61.6,6.1,51.0,3.2,, 135 
9,Tehran,08 December 2024,20:30,0 km/h,45%,5°,54.0,,,,,, 147 
10,Yangon,08 December 2024,23:30,3.7 km/h,83%,27°,47.2,,,,,, 130 
11,San Francisco,08 December 2024,09:00,4.8 km/h,85%,12°,49.7,,16.0,43.2,,"1,053.4", 136 
12,Mumbai,08 December 2024,22:30,5.5 km/h,46%,24°,54.0,115.3,28.5,19.5,13.4,410.0, 147 
13,Sarajevo,08 December 2024,17:00,3.7 km/h,100%,1°,42.5,33.5,38.0,24.0,15.5,256.5, 118 
14,Hanoi,09 December 2024,00:00,3.9 km/h,64%,16°,43.1,69.5,,,,974.1, 120 
15,Jakarta,09 December 2024,00:00,7.4 km/h,73%,28°,25.0,,12.0,,,, 81 
16,Manila,09 December 2024,00:00,3.2 km/h,88%,27°,36.1,,,,,, 102 
17,Dakar,08 December 2024,17:00,11.1 km/h,47%,28°,24.6,11.2,,,,, 80 
18,Cairo,08 December 2024,19:00,0 km/h,34%,20°,55.0,,,,,, 149 
19,Wuhan,09 December 2024,00:00,11.3 km/h,39%,5°,32.0,32.0,15.0,12.0,3.0,"4,500.0", 94 
20,Manama,08 December 2024,20:00,9.3 km/h,72%,22°,29.0,,,,,, 88 
21,Chiang Mai,09 December 2024,00:00,1.8 km/h,83%,23°,31.7,42.0,,,,, 93 
22,Kinshasa,08 December 2024,18:00,18.5 km/h,78%,26°,49.0,,,,,, 134 
23,Beijing,09 December 2024,00:00,7.2 km/h,73%,-9°,30.5,60.0,3.0,52.5,3.0,500.0, 91 
24,Milano,08 December 2024,18:00,14.5 km/h,91%,4°,27.9,74.8,9.1,35.7,4.7,500.0, 86 
25,Guangzhou,09 December 2024,00:00,12.3 km/h,50%,16°,28.5,44.0,56.0,19.0,7.0,603.0, 87 
26,Tashkent,08 December 2024,22:00,7.4 km/h,73%,-6°,31.8,,26.0,,,, 93 
27,Wrocław,08 December 2024,18:00,18.5 km/h,95%,1°,22.9,30.8,16.5,15.4,12.0,577.0, 77 
28,Hangzhou,09 December 2024,00:00,2.4 km/h,53%,5°,28.0,49.0,20.0,58.5,7.0,600.0, 86 
29,Kraków,08 December 2024,18:00,5.5 km/h,71%,1°,31.8,33.9,,35.0,2.0,337.0, 93 
30,Chongqing,09 December 2024,00:00,2.8 km/h,82%,3°,27.0,39.0,40.0,26.0,8.0,600.0, 84 
31,Kuwait City,08 December 2024,20:00,10.5 km/h,42%,21°,31.5,,,,,, 93 
32,Accra,08 December 2024,17:00,11.1 km/h,66%,30°,26.0,,,,,, 82 
33,Riyadh,08 December 2024,20:00,12.8 km/h,34%,21°,28.0,,,,,, 86 
34,Oslo,08 December 2024,18:00,8.4 km/h,80%,0°,32.5,15.3,33.0,17.5,,275.5, 94 
35,Doha,08 December 2024,20:00,7.4 km/h,73%,21°,22.0,,50.0,,,, 75 
36,Shanghai,09 December 2024,01:00,7.2 km/h,56%,5°,22.0,31.5,48.5,38.0,5.5,500.0, 75 
37,Tel Aviv-Yafo,08 December 2024,18:00,5.5 km/h,69%,18°,21.5,,151.2,114.4,9.7,"1,030.5", 74 
38,Bishkek,08 December 2024,23:00,5.7 km/h,86%,-11°,28.5,,,85.6,,, 87 
39,Berlin,08 December 2024,18:00,14.8 km/h,92%,4°,20.5,24.0,23.0,13.0,,0.0, 72 
40,Batam,08 December 2024,23:00,7.4 km/h,83%,28°,20.6,,,,,, 72 
41,Kaohsiung,09 December 2024,01:00,11.1 km/h,72%,18°,20.5,61.5,34.0,31.0,4.6,463.7, 72 
42,Kampala,08 December 2024,19:00,5 km/h,69%,19°,28.0,8.6,38.0,21.7,0.0,, 86 
43,Shenzhen,09 December 2024,00:00,11.1 km/h,70%,17°,20.0,35.0,55.0,18.0,6.0,700.0, 71 
44,Hong Kong,09 December 2024,01:00,16.1 km/h,70%,17°,21.5,30.4,55.0,26.9,2.1,634.7, 74 
45,Phnom Penh,09 December 2024,00:00,18.5 km/h,74%,27°,23.0,,,,,, 77 
46,Salt Lake City,08 December 2024,10:00,4.2 km/h,68%,4°,19.8,24.0,7.0,51.2,1.6,572.5, 71 
47,Kyiv,08 December 2024,19:00,3.2 km/h,81%,0°,16.4,13.7,,,,, 64 
48,Sofia,08 December 2024,19:00,9.3 km/h,93%,0°,18.0,27.5,56.8,34.4,8.1,0.7, 68 
49,Istanbul,08 December 2024,20:00,8.1 km/h,70%,10°,34.8,22.0,16.8,63.1,5.1,709.6, 99 
50,Baku,08 December 2024,21:00,37 km/h,81%,10°,21.7,,,,,, 74 
51,Amsterdam,08 December 2024,18:00,25.9 km/h,86%,6°,11.9,17.8,29.0,12.7,,365.4, 56 
52,Bogota,08 December 2024,12:00,5.5 km/h,49%,19°,8.8,18.7,31.2,,,, 49 
53,Vienna,08 December 2024,17:00,9.6 km/h,86%,3°,15.0,17.0,38.0,20.0,2.0,250.0, 62 
54,Dubai,08 December 2024,21:00,18.5 km/h,38%,24°,15.0,13.2,98.0,,,, 62 
55,Jerusalem,08 December 2024,19:00,3.2 km/h,85%,13°,16.4,,134.2,66.7,,, 65 
56,Warsaw,08 December 2024,18:00,7.4 km/h,93%,2°,12.7,20.7,3.1,14.9,1.3,384.0, 58 
57,Ljubljana,08 December 2024,18:00,12.9 km/h,80%,4°,13.0,16.0,40.0,14.5,,300.0, 58 
58,Moscow,08 December 2024,20:00,10.2 km/h,56%,-3°,14.6,,,,,, 61 
59,Zagreb,08 December 2024,18:00,24.1 km/h,81%,4°,12.0,21.0,56.4,12.1,13.0,267.0, 56 
60,Budapest,08 December 2024,18:00,9.6 km/h,87%,3°,12.3,15.0,32.8,13.2,8.2,580.5, 57 
61,Medan,09 December 2024,00:00,16.7 km/h,94%,27°,8.0,,,,,, 44 
62,Bratislava,08 December 2024,18:00,11.1 km/h,94%,1°,12.6,19.0,23.0,23.0,5.0,364.6, 57 
63,Lima,08 December 2024,12:00,14.8 km/h,68%,24°,11.7,20.3,6.2,12.7,30.2,2.0, 56 
64,Bangkok,09 December 2024,00:00,12.1 km/h,53%,27°,13.0,36.0,46.0,30.1,,320.6, 58 
65,Almaty,08 December 2024,22:00,7.2 km/h,93%,-7°,7.9,4.9,,79.5,24.5,480.8, 44 
66,Montreal,08 December 2024,12:00,24.1 km/h,91%,0°,10.0,,8.0,4.0,1.0,, 53 
67,Bucharest,08 December 2024,19:00,13 km/h,92%,5°,12.0,14.7,8.1,40.3,7.4,, 56 
68,Belgrade,08 December 2024,18:00,24.1 km/h,74%,5°,11.5,15.2,45.8,16.3,10.3,360.0, 55 
69,Incheon,09 December 2024,02:00,9.3 km/h,51%,0°,12.5,23.0,47.5,26.1,8.9,480.9, 57 
70,Nairobi,08 December 2024,20:00,18.5 km/h,38%,22°,17.0,13.5,,,,49.2, 66 
71,Sao Paulo,08 December 2024,13:00,11.1 km/h,74%,25°,10.0,18.0,62.0,22.0,0.5,515.3, 53 
72,Busan,09 December 2024,02:00,9.3 km/h,47%,0°,9.0,16.0,66.0,11.3,7.9,343.5, 50 
73,Brussels,08 December 2024,18:00,16.7 km/h,89%,7°,6.2,11.5,34.5,16.0,,, 34 
74,Addis Ababa,08 December 2024,20:00,18.5 km/h,35%,14°,11.0,,,,,, 55 
75,Detroit,08 December 2024,12:00,18.5 km/h,71%,7°,8.9,,,18.8,2.6,458.0, 49 
76,Los Angeles,08 December 2024,09:00,7.4 km/h,38%,16°,10.7,0.0,2.0,49.9,,, 54 
77,Johannesburg,08 December 2024,17:00,17.7 km/h,47%,27°,8.0,54.2,,,,, 50 
78,Seoul,09 December 2024,02:00,3.7 km/h,80%,-5°,10.0,23.0,35.4,40.4,7.5,480.9, 53 
79,Copenhagen,08 December 2024,18:00,24.1 km/h,81%,4°,4.2,13.5,25.5,10.7,0.7,0.3, 23 
80,Prague,08 December 2024,18:00,14.8 km/h,93%,3°,8.2,12.4,20.7,17.8,5.4,414.6, 46 
81,Houston,08 December 2024,11:00,5.5 km/h,94%,14°,9.5,12.4,4.0,15.2,,229.0, 52 
82,New York City,08 December 2024,12:00,35.4 km/h,41%,11°,8.3,,44.0,32.0,1.8,303.4, 46 
83,Krasnoyarsk,09 December 2024,00:00,12.3 km/h,88%,-10°,7.0,,,24.0,12.0,0.0, 39 
84,Taipei,09 December 2024,01:00,20.4 km/h,77%,14°,7.0,10.5,67.0,11.3,3.4,200.4, 39 
85,Helsinki,08 December 2024,19:00,12.9 km/h,84%,0°,7.5,8.9,31.9,17.5,0.6,, 42 
86,Stockholm,08 December 2024,18:00,11.1 km/h,95%,0°,8.0,10.7,28.8,10.4,,, 44 
87,Toronto,08 December 2024,12:00,29 km/h,76%,5°,5.6,6.2,,,,, 31 
88,Washington D.C.,08 December 2024,12:00,13 km/h,39%,14°,8.4,12.0,31.0,9.6,,229.0, 46 
89,Minneapolis,08 December 2024,11:00,11.1 km/h,80%,3°,7.3,15.0,,,,, 41 
90,Singapore,09 December 2024,01:00,11.1 km/h,81%,27°,6.5,13.0,13.0,9.0,4.0,450.0, 36 
91,Chicago,08 December 2024,11:00,9.3 km/h,58%,9°,7.4,,,,,, 41 
92,Pristina,08 December 2024,18:00,18.5 km/h,76%,5°,7.9,18.4,39.2,23.0,13.9,550.0, 44 
93,Ho Chi Minh City,09 December 2024,00:00,13 km/h,68%,27°,7.5,,,,,, 42 
94,Rotterdam,08 December 2024,17:00,20.4 km/h,91%,6°,6.7,11.1,29.6,12.5,,, 37 
95,Athens,08 December 2024,19:00,20.4 km/h,87%,16°,9.4,9.0,4.0,40.0,9.0,1.0, 51 
96,Chengdu,09 December 2024,00:00,14.4 km/h,93%,6°,6.5,10.0,40.0,16.0,2.0,400.0, 36 
97,Munich,08 December 2024,18:00,9.5 km/h,92%,2°,6.2,8.5,61.5,11.0,,, 34 
98,Kuala Lumpur,09 December 2024,01:00,0 km/h,94%,25°,5.0,,,,,, 28 
99,Lyon,08 December 2024,17:00,5.5 km/h,96%,5°,6.0,8.7,10.8,36.0,2.9,0.4, 33 
100,Lisbon,08 December 2024,17:00,37 km/h,62%,13°,3.0,2.1,82.0,10.0,2.0,212.0, 33 
101,Barcelona,08 December 2024,18:00,27.8 km/h,50%,11°,5.0,11.5,69.0,10.0,1.0,200.0, 28 
102,Seattle,08 December 2024,09:00,18.5 km/h,88%,6°,1.2,5.4,75.6,18.9,,132.5, 31 
103,Santiago,08 December 2024,14:00,18.5 km/h,32%,22°,5.0,28.5,74.0,7.8,4.7,320.6, 30 
104,Madrid,08 December 2024,18:00,18.5 km/h,46%,8°,2.0,7.0,74.0,9.0,2.0,, 30 
105,Kuching,09 December 2024,01:00,3.7 km/h,99%,26°,3.7,,,,,, 21 
106,Algiers,08 December 2024,18:00,35.2 km/h,41%,14°,5.0,,,,,, 28 
107,Osaka,09 December 2024,02:00,1.8 km/h,81%,2°,5.0,6.0,,16.0,7.9,229.0, 28 
108,Rome,08 December 2024,18:00,13 km/h,86%,8°,5.5,,59.0,24.0,0.8,0.7, 31 
109,Birmingham,08 December 2024,17:00,27.8 km/h,96%,5°,3.8,3.9,56.9,13.0,0.3,, 23 
110,Paris,08 December 2024,18:00,25.9 km/h,93%,7°,4.1,4.3,37.9,21.0,,, 23 
111,London,08 December 2024,17:00,29.6 km/h,86%,7°,4.9,3.5,34.8,9.3,,, 27 
112,Denver,08 December 2024,10:00,6.4 km/h,31%,12°,4.0,15.0,43.0,35.7,3.9,229.0, 22 
113,Dublin,08 December 2024,17:00,22.2 km/h,74%,7°,4.2,9.2,40.4,11.6,2.0,, 23 
114,Portland,08 December 2024,09:00,14.5 km/h,95%,6°,1.8,4.2,48.0,5.6,1.6,114.5, 20 
115,Bern,08 December 2024,18:00,6.4 km/h,82%,3°,4.1,5.2,40.5,15.5,,, 22 
116,Kabul,08 December 2024,21:30,2.7 km/h,36%,-2°,5.0,,,,,, 28 
117,Kyoto,09 December 2024,02:00,1.6 km/h,90%,5°,3.0,6.0,,11.3,0.0,229.0, 17 
118,Kobe,09 December 2024,02:00,12.7 km/h,81%,2°,3.0,,,9.4,0.0,343.5, 17 
119,Sydney,09 December 2024,04:00,13 km/h,83%,18°,2.7,17.9,0.0,0.0,0.0,208.8, 16 
120,Canberra,09 December 2024,04:00,3.7 km/h,91%,13°,2.7,4.8,34.0,,,, 14 
121,Melbourne,09 December 2024,04:00,6.8 km/h,67%,12°,2.5,,,,,, 14 
122,Auckland,09 December 2024,06:00,11.1 km/h,87%,18°,2.5,10.5,,2.6,,, 13 
123,Tokyo,09 December 2024,02:00,18.5 km/h,50%,5°,2.0,3.0,,11.3,0.0,229.0, 11 
124,Vancouver,08 December 2024,09:00,7.4 km/h,97%,5°,1.6,,15.1,25.5,0.4,348.8, 12 
0,Dhaka,08 December 2024,23:00,0 km/h,88%,18°,186.5,,6.0,,,, 261 
1,Lahore,08 December 2024,22:00,22.2 km/h,67%,13°,161.0,,,,,, 236 
2,Ulaanbaatar,09 December 2024,01:00,7.2 km/h,77%,-22°,152.0,232.0,0.1,79.7,125.9,"1,650.0", 227 
3,Delhi,08 December 2024,22:30,3.7 km/h,63%,16°,144.0,255.0,15.2,51.5,7.6,"1,300.0", 219 
4,Baghdad,08 December 2024,20:00,3.7 km/h,44%,15°,121.0,,,,,, 197 
5,Kathmandu,08 December 2024,22:45,0 km/h,82%,11°,107.1,120.8,90.0,,,, 187 
6,Kolkata,08 December 2024,22:30,0 km/h,64%,19°,97.8,231.5,6.1,38.4,7.2,"1,620.0", 181 
7,Kinshasa,08 December 2024,18:00,18.5 km/h,78%,26°,92.0,,,,,, 177 
8,Cairo,08 December 2024,19:00,0 km/h,34%,20°,83.5,,,,,, 171 
9,Skopje,08 December 2024,18:00,5.5 km/h,93%,4°,62.8,70.8,6.0,46.7,2.9,, 156 
10,Sarajevo,08 December 2024,18:00,3.7 km/h,100%,1°,60.5,40.5,30.5,31.0,11.5,427.5, 155 
11,Yangon,08 December 2024,23:30,3.7 km/h,83%,27°,56.0,,,,,, 151 
12,Karachi,08 December 2024,22:00,13 km/h,39%,16°,54.0,,,,,, 147 
13,Tehran,08 December 2024,20:30,0 km/h,45%,5°,53.0,,,,,, 144 
14,San Francisco,08 December 2024,09:00,4.8 km/h,85%,12°,50.3,,16.0,43.2,,, 137 
15,Mumbai,08 December 2024,22:30,5.5 km/h,46%,24°,45.2,116.2,38.3,20.7,12.0,455.0, 125 
16,Hanoi,09 December 2024,00:00,3.9 km/h,64%,16°,40.5,60.9,,,,, 113 
17,Manama,08 December 2024,20:00,9.3 km/h,72%,22°,34.5,,,,,, 98 
18,Wuhan,09 December 2024,01:00,11.3 km/h,39%,5°,32.0,32.0,15.0,12.0,3.0,"4,500.0", 94 
19,Kuwait City,08 December 2024,20:00,10.5 km/h,42%,21°,31.5,,,,,, 93 
20,Chiang Mai,09 December 2024,00:00,1.8 km/h,83%,23°,31.6,42.0,,,,, 93 
21,Kampala,08 December 2024,20:00,5 km/h,69%,19°,11.0,8.5,35.2,5.1,0.6,, 54 
22,Guangzhou,09 December 2024,01:00,12.3 km/h,50%,16°,30.0,45.5,60.0,17.0,6.0,600.0, 90 
23,Tel Aviv-Yafo,08 December 2024,20:00,5.5 km/h,69%,18°,23.0,,40.5,168.8,9.4,"1,488.5", 88 
24,Tashkent,08 December 2024,22:00,7.4 km/h,73%,-6°,28.7,,26.0,,,, 88 
25,Wrocław,08 December 2024,18:00,18.5 km/h,95%,1°,28.6,35.9,15.9,16.5,12.7,558.0, 87 
26,Riyadh,08 December 2024,20:00,11.3 km/h,35%,21°,28.0,,,,,, 86 
27,Milano,08 December 2024,18:00,14.5 km/h,91%,4°,27.9,74.8,9.1,35.7,4.7,500.0, 86 
28,Hangzhou,09 December 2024,01:00,3.8 km/h,54%,5°,28.0,50.0,7.0,66.0,6.5,600.0, 86 
29,Chongqing,09 December 2024,00:00,2.7 km/h,83%,3°,27.0,39.0,40.0,26.0,8.0,600.0, 84 
30,Beijing,09 December 2024,01:00,7.2 km/h,63%,-7°,26.5,56.0,2.5,52.5,3.0,500.0, 83 
31,Accra,08 December 2024,17:00,14.8 km/h,66%,30°,26.0,,,,,, 82 
32,Jakarta,09 December 2024,00:00,5.5 km/h,81%,27°,25.8,,14.0,,,, 82 
33,Kraków,08 December 2024,18:00,5.5 km/h,70%,1°,25.1,28.6,,38.6,2.5,376.0, 81 
34,Dakar,08 December 2024,17:00,18.5 km/h,57%,27°,24.6,11.2,,,,, 80 
35,Baku,08 December 2024,21:00,37 km/h,81%,10°,24.1,,,,,, 79 
36,Phnom Penh,09 December 2024,00:00,14.8 km/h,74%,26°,23.0,,,,,, 77 
37,Doha,08 December 2024,20:00,7.4 km/h,73%,21°,22.0,,50.0,,,, 75 
38,Kaohsiung,09 December 2024,01:00,9.3 km/h,68%,18°,21.0,52.5,32.0,29.1,4.7,423.7, 73 
39,Batam,08 December 2024,23:00,13 km/h,83%,28°,20.6,,,,,, 72 
40,Berlin,08 December 2024,19:00,18.5 km/h,92%,4°,20.5,24.0,22.0,12.5,,0.0, 72 
41,Hong Kong,09 December 2024,01:00,16.1 km/h,70%,17°,20.0,29.9,49.7,24.8,2.0,617.9, 71 
42,Salt Lake City,08 December 2024,11:00,5.5 km/h,66%,5°,21.8,20.0,9.0,52.0,2.4,687.0, 75 
43,Bishkek,09 December 2024,00:00,5.2 km/h,85%,-12°,17.6,,,99.3,,, 67 
44,Shenzhen,09 December 2024,01:00,11.3 km/h,69%,16°,19.0,34.0,52.0,16.0,6.0,700.0, 69 
45,Jerusalem,08 December 2024,19:00,6.3 km/h,87%,13°,18.1,,144.2,66.2,,, 68 
46,Sofia,08 December 2024,20:00,9.3 km/h,93%,1°,17.9,29.6,18.8,35.0,7.9,0.6, 67 
47,Shanghai,09 December 2024,01:00,10.8 km/h,70%,3°,18.0,25.0,46.5,35.0,5.0,480.0, 68 
48,Oslo,08 December 2024,19:00,9 km/h,93%,-1°,47.0,15.5,44.5,51.0,0.4,0.5, 129 
49,Istanbul,08 December 2024,20:00,9.6 km/h,71%,12°,17.5,26.9,15.2,72.7,5.8,"1,087.2", 66 
50,Nairobi,08 December 2024,21:00,15.1 km/h,71%,17°,13.1,17.5,,,,46.7, 58 
51,Manila,09 December 2024,01:00,14.5 km/h,88%,26°,16.6,,,,,, 65 
52,Amsterdam,08 December 2024,18:00,27.8 km/h,94%,6°,15.3,18.0,32.4,11.4,,353.6, 63 
53,Bratislava,08 December 2024,18:00,7.4 km/h,93%,1°,15.0,17.2,27.2,16.6,4.0,0.4, 62 
54,Vienna,08 December 2024,18:00,4.8 km/h,86%,3°,15.0,17.0,29.0,26.0,2.0,250.0, 62 
